family,family_templates,left_element,right_element,cooccurrence_count,cooccurrence_fraction,pearson_zero_filled,spearman_zero_filled,pearson_log_both_positive
nicrmo_alloy,17,Fe,Mo,0,0.0,,,
nicrmo_alloy,17,Fe,W,0,0.0,,,
nicrmo_alloy,17,Fe,Nb,0,0.0,,,
nicrmo_alloy,17,Fe,Al,0,0.0,,,
nicrmo_alloy,17,Fe,V,0,0.0,,,
nicrmo_alloy,17,Fe,Ta,0,0.0,,,
nicrmo_alloy,17,Fe,Re,0,0.0,,,
nicrmo_alloy,17,Fe,Ce,0,0.0,,,
nicrmo_alloy,17,Fe,Ti,0,0.0,,,
nicrmo_alloy,17,Fe,Co,0,0.0,,,
nicrmo_alloy,17,Fe,B,0,0.0,,,
nicrmo_alloy,17,Fe,Mg,0,0.0,,,
nicrmo_alloy,17,Fe,Y,0,0.0,,,
nicrmo_alloy,17,Fe,Gd,0,0.0,,,
nicrmo_alloy,17,Cr,Ni,17,1.0,-0.6951866262645183,-0.6764705882352942,-0.6681068577217731
nicrmo_alloy,17,Cr,Mo,17,1.0,-0.31338818493761933,-0.35315763842069553,-0.3342869209012488
nicrmo_alloy,17,Cr,W,0,0.0,,,
nicrmo_alloy,17,Cr,Nb,0,0.0,,,
nicrmo_alloy,17,Cr,Al,0,0.0,,,
nicrmo_alloy,17,Cr,V,0,0.0,,,
nicrmo_alloy,17,Cr,Ta,0,0.0,,,
nicrmo_alloy,17,Cr,Re,0,0.0,,,
nicrmo_alloy,17,Cr,Ce,0,0.0,,,
nicrmo_alloy,17,Cr,Ti,0,0.0,,,
nicrmo_alloy,17,Cr,Co,0,0.0,,,
nicrmo_alloy,17,Cr,B,0,0.0,,,
nicrmo_alloy,17,Cr,Mg,0,0.0,,,
nicrmo_alloy,17,Cr,Y,0,0.0,,,
nicrmo_alloy,17,Cr,Gd,0,0.0,,,
nicrmo_alloy,17,Ni,Mo,17,1.0,-0.4647549565648568,-0.39852858502335436,-0.43469279376747155
nicrmo_alloy,17,Ni,W,0,0.0,,,
nicrmo_alloy,17,Ni,Nb,0,0.0,,,
nicrmo_alloy,17,Ni,Al,0,0.0,,,
nicrmo_alloy,17,Ni,V,0,0.0,,,
nicrmo_alloy,17,Ni,Ta,0,0.0,,,
nicrmo_alloy,17,Ni,Re,0,0.0,,,
nicrmo_alloy,17,Ni,Ce,0,0.0,,,
nicrmo_alloy,17,Ni,Ti,0,0.0,,,
nicrmo_alloy,17,Ni,Co,0,0.0,,,
nicrmo_alloy,17,Ni,B,0,0.0,,,
nicrmo_alloy,17,Ni,Mg,0,0.0,,,
nicrmo_alloy,17,Ni,Y,0,0.0,,,
nicrmo_alloy,17,Ni,Gd,0,0.0,,,
nicrmo_alloy,17,Mo,W,0,0.0,,,
nicrmo_alloy,17,Mo,Nb,0,0.0,,,
nicrmo_alloy,17,Mo,Al,0,0.0,,,
nicrmo_alloy,17,Mo,V,0,0.0,,,
nicrmo_alloy,17,Mo,Ta,0,0.0,,,
nicrmo_alloy,17,Mo,Re,0,0.0,,,
nicrmo_alloy,17,Mo,Ce,0,0.0,,,
nicrmo_alloy,17,Mo,Ti,0,0.0,,,
nicrmo_alloy,17,Mo,Co,0,0.0,,,
nicrmo_alloy,17,Mo,B,0,0.0,,,
nicrmo_alloy,17,Mo,Mg,0,0.0,,,
nicrmo_alloy,17,Mo,Y,0,0.0,,,
nicrmo_alloy,17,Mo,Gd,0,0.0,,,
nicrmo_alloy,17,W,Nb,0,0.0,,,
nicrmo_alloy,17,W,Al,0,0.0,,,
nicrmo_alloy,17,W,V,0,0.0,,,
nicrmo_alloy,17,W,Ta,0,0.0,,,
nicrmo_alloy,17,W,Re,0,0.0,,,
nicrmo_alloy,17,W,Ce,0,0.0,,,
nicrmo_alloy,17,W,Ti,0,0.0,,,
nicrmo_alloy,17,W,Co,0,0.0,,,
nicrmo_alloy,17,W,B,0,0.0,,,
nicrmo_alloy,17,W,Mg,0,0.0,,,
nicrmo_alloy,17,W,Y,0,0.0,,,
nicrmo_alloy,17,W,Gd,0,0.0,,,
nicrmo_alloy,17,Nb,Al,0,0.0,,,
nicrmo_alloy,17,Nb,V,0,0.0,,,
nicrmo_alloy,17,Nb,Ta,0,0.0,,,
nicrmo_alloy,17,Nb,Re,0,0.0,,,
nicrmo_alloy,17,Nb,Ce,0,0.0,,,
nicrmo_alloy,17,Nb,Ti,0,0.0,,,
nicrmo_alloy,17,Nb,Co,0,0.0,,,
nicrmo_alloy,17,Nb,B,0,0.0,,,
nicrmo_alloy,17,Nb,Mg,0,0.0,,,
nicrmo_alloy,17,Nb,Y,0,0.0,,,
nicrmo_alloy,17,Nb,Gd,0,0.0,,,
nicrmo_alloy,17,Al,V,0,0.0,,,
nicrmo_alloy,17,Al,Ta,0,0.0,,,
nicrmo_alloy,17,Al,Re,0,0.0,,,
nicrmo_alloy,17,Al,Ce,0,0.0,,,
nicrmo_alloy,17,Al,Ti,0,0.0,,,
nicrmo_alloy,17,Al,Co,0,0.0,,,
nicrmo_alloy,17,Al,B,0,0.0,,,
nicrmo_alloy,17,Al,Mg,0,0.0,,,
nicrmo_alloy,17,Al,Y,0,0.0,,,
nicrmo_alloy,17,Al,Gd,0,0.0,,,
nicrmo_alloy,17,V,Ta,0,0.0,,,
nicrmo_alloy,17,V,Re,0,0.0,,,
nicrmo_alloy,17,V,Ce,0,0.0,,,
nicrmo_alloy,17,V,Ti,0,0.0,,,
nicrmo_alloy,17,V,Co,0,0.0,,,
nicrmo_alloy,17,V,B,0,0.0,,,
nicrmo_alloy,17,V,Mg,0,0.0,,,
nicrmo_alloy,17,V,Y,0,0.0,,,
nicrmo_alloy,17,V,Gd,0,0.0,,,
nicrmo_alloy,17,Ta,Re,0,0.0,,,
nicrmo_alloy,17,Ta,Ce,0,0.0,,,
nicrmo_alloy,17,Ta,Ti,0,0.0,,,
nicrmo_alloy,17,Ta,Co,0,0.0,,,
nicrmo_alloy,17,Ta,B,0,0.0,,,
nicrmo_alloy,17,Ta,Mg,0,0.0,,,
nicrmo_alloy,17,Ta,Y,0,0.0,,,
nicrmo_alloy,17,Ta,Gd,0,0.0,,,
nicrmo_alloy,17,Re,Ce,0,0.0,,,
nicrmo_alloy,17,Re,Ti,0,0.0,,,
nicrmo_alloy,17,Re,Co,0,0.0,,,
nicrmo_alloy,17,Re,B,0,0.0,,,
nicrmo_alloy,17,Re,Mg,0,0.0,,,
nicrmo_alloy,17,Re,Y,0,0.0,,,
nicrmo_alloy,17,Re,Gd,0,0.0,,,
nicrmo_alloy,17,Ce,Ti,0,0.0,,,
nicrmo_alloy,17,Ce,Co,0,0.0,,,
nicrmo_alloy,17,Ce,B,0,0.0,,,
nicrmo_alloy,17,Ce,Mg,0,0.0,,,
nicrmo_alloy,17,Ce,Y,0,0.0,,,
nicrmo_alloy,17,Ce,Gd,0,0.0,,,
nicrmo_alloy,17,Ti,Co,0,0.0,,,
nicrmo_alloy,17,Ti,B,0,0.0,,,
nicrmo_alloy,17,Ti,Mg,0,0.0,,,
nicrmo_alloy,17,Ti,Y,0,0.0,,,
nicrmo_alloy,17,Ti,Gd,0,0.0,,,
nicrmo_alloy,17,Co,B,0,0.0,,,
nicrmo_alloy,17,Co,Mg,0,0.0,,,
nicrmo_alloy,17,Co,Y,0,0.0,,,
nicrmo_alloy,17,Co,Gd,0,0.0,,,
nicrmo_alloy,17,B,Mg,0,0.0,,,
nicrmo_alloy,17,B,Y,0,0.0,,,
nicrmo_alloy,17,B,Gd,0,0.0,,,
nicrmo_alloy,17,Mg,Y,0,0.0,,,
nicrmo_alloy,17,Mg,Gd,0,0.0,,,
nicrmo_alloy,17,Y,Gd,0,0.0,,,
other,13,Fe,Cr,5,0.38461538461538464,-0.1619405849197703,0.11059816495954716,
other,13,Fe,Ni,4,0.3076923076923077,-0.16057116092198687,0.051948051948051945,
other,13,Fe,Mo,2,0.15384615384615385,-0.3492100013120229,-0.15664028251891873,
other,13,Fe,W,0,0.0,,,
other,13,Fe,Nb,0,0.0,,,
other,13,Fe,Al,0,0.0,-0.35922557374287534,-0.4725893879702936,
other,13,Fe,V,0,0.0,,,
other,13,Fe,Ta,0,0.0,,,
other,13,Fe,Re,0,0.0,,,
other,13,Fe,Ce,0,0.0,,,
other,13,Fe,Ti,0,0.0,,,
other,13,Fe,Co,0,0.0,,,
other,13,Fe,B,0,0.0,,,
other,13,Fe,Mg,0,0.0,,,
other,13,Fe,Y,0,0.0,,,
other,13,Fe,Gd,0,0.0,,,
other,13,Cr,Ni,5,0.38461538461538464,-0.3123974136335642,-0.04301039748426834,
other,13,Cr,Mo,2,0.15384615384615385,-0.43200006528752904,-0.4446526136703279,
other,13,Cr,W,0,0.0,,,
other,13,Cr,Nb,0,0.0,,,
other,13,Cr,Al,1,0.07692307692307693,-0.03570172117003224,-0.13759312717411926,
other,13,Cr,V,0,0.0,,,
other,13,Cr,Ta,0,0.0,,,
other,13,Cr,Re,0,0.0,,,
other,13,Cr,Ce,0,0.0,,,
other,13,Cr,Ti,0,0.0,,,
other,13,Cr,Co,0,0.0,,,
other,13,Cr,B,0,0.0,,,
other,13,Cr,Mg,0,0.0,,,
other,13,Cr,Y,0,0.0,,,
other,13,Cr,Gd,0,0.0,,,
other,13,Ni,Mo,2,0.15384615384615385,-0.44838334567220267,-0.3541432474340771,
other,13,Ni,W,0,0.0,,,
other,13,Ni,Nb,0,0.0,,,
other,13,Ni,Al,0,0.0,-0.4549362692253989,-0.4725893879702936,
other,13,Ni,V,0,0.0,,,
other,13,Ni,Ta,0,0.0,,,
other,13,Ni,Re,0,0.0,,,
other,13,Ni,Ce,0,0.0,,,
other,13,Ni,Ti,0,0.0,,,
other,13,Ni,Co,0,0.0,,,
other,13,Ni,B,0,0.0,,,
other,13,Ni,Mg,0,0.0,,,
other,13,Ni,Y,0,0.0,,,
other,13,Ni,Gd,0,0.0,,,
other,13,Mo,W,0,0.0,,,
other,13,Mo,Nb,0,0.0,,,
other,13,Mo,Al,2,0.15384615384615385,0.3724768340266349,0.2944280961537774,
other,13,Mo,V,0,0.0,,,
other,13,Mo,Ta,0,0.0,,,
other,13,Mo,Re,0,0.0,,,
other,13,Mo,Ce,0,0.0,,,
other,13,Mo,Ti,0,0.0,,,
other,13,Mo,Co,0,0.0,,,
other,13,Mo,B,0,0.0,,,
other,13,Mo,Mg,0,0.0,,,
other,13,Mo,Y,0,0.0,,,
other,13,Mo,Gd,0,0.0,,,
other,13,W,Nb,0,0.0,,,
other,13,W,Al,0,0.0,,,
other,13,W,V,0,0.0,,,
other,13,W,Ta,0,0.0,,,
other,13,W,Re,0,0.0,,,
other,13,W,Ce,0,0.0,,,
other,13,W,Ti,0,0.0,,,
other,13,W,Co,0,0.0,,,
other,13,W,B,0,0.0,,,
other,13,W,Mg,0,0.0,,,
other,13,W,Y,0,0.0,,,
other,13,W,Gd,0,0.0,,,
other,13,Nb,Al,0,0.0,,,
other,13,Nb,V,0,0.0,,,
other,13,Nb,Ta,0,0.0,,,
other,13,Nb,Re,0,0.0,,,
other,13,Nb,Ce,0,0.0,,,
other,13,Nb,Ti,0,0.0,,,
other,13,Nb,Co,0,0.0,,,
other,13,Nb,B,0,0.0,,,
other,13,Nb,Mg,0,0.0,,,
other,13,Nb,Y,0,0.0,,,
other,13,Nb,Gd,0,0.0,,,
other,13,Al,V,0,0.0,,,
other,13,Al,Ta,0,0.0,,,
other,13,Al,Re,0,0.0,,,
other,13,Al,Ce,0,0.0,,,
other,13,Al,Ti,0,0.0,,,
other,13,Al,Co,0,0.0,,,
other,13,Al,B,0,0.0,,,
other,13,Al,Mg,0,0.0,,,
other,13,Al,Y,0,0.0,,,
other,13,Al,Gd,0,0.0,,,
other,13,V,Ta,0,0.0,,,
other,13,V,Re,0,0.0,,,
other,13,V,Ce,0,0.0,,,
other,13,V,Ti,0,0.0,,,
other,13,V,Co,0,0.0,,,
other,13,V,B,0,0.0,,,
other,13,V,Mg,0,0.0,,,
other,13,V,Y,0,0.0,,,
other,13,V,Gd,0,0.0,,,
other,13,Ta,Re,0,0.0,,,
other,13,Ta,Ce,0,0.0,,,
other,13,Ta,Ti,0,0.0,,,
other,13,Ta,Co,0,0.0,,,
other,13,Ta,B,0,0.0,,,
other,13,Ta,Mg,0,0.0,,,
other,13,Ta,Y,0,0.0,,,
other,13,Ta,Gd,0,0.0,,,
other,13,Re,Ce,0,0.0,,,
other,13,Re,Ti,0,0.0,,,
other,13,Re,Co,0,0.0,,,
other,13,Re,B,0,0.0,,,
other,13,Re,Mg,0,0.0,,,
other,13,Re,Y,0,0.0,,,
other,13,Re,Gd,0,0.0,,,
other,13,Ce,Ti,0,0.0,,,
other,13,Ce,Co,0,0.0,,,
other,13,Ce,B,0,0.0,,,
other,13,Ce,Mg,0,0.0,,,
other,13,Ce,Y,0,0.0,,,
other,13,Ce,Gd,0,0.0,,,
other,13,Ti,Co,0,0.0,,,
other,13,Ti,B,0,0.0,,,
other,13,Ti,Mg,0,0.0,,,
other,13,Ti,Y,0,0.0,,,
other,13,Ti,Gd,0,0.0,,,
other,13,Co,B,0,0.0,,,
other,13,Co,Mg,0,0.0,,,
other,13,Co,Y,0,0.0,,,
other,13,Co,Gd,0,0.0,,,
other,13,B,Mg,0,0.0,,,
other,13,B,Y,0,0.0,,,
other,13,B,Gd,0,0.0,,,
other,13,Mg,Y,0,0.0,,,
other,13,Mg,Gd,0,0.0,,,
other,13,Y,Gd,0,0.0,,,
