dataset,table,axis,group_a,group_b,relation,n_pairs,mean_abs_spearman,median_abs_spearman,q75_abs_spearman,max_abs_spearman,median_pair_n
mpea_corrosion,Sheet1,statistical_family,composition_component,composition_component,within,276,0.1268470667464613,0.06298813934661426,0.18584819337717962,1.0,619.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,current_group,environment,material,cross,14,0.08334225403168641,0.0704226222928744,0.118751738456347,0.1924462408725163,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,current_group,material,material,within,91,0.2733526756728894,0.19829604737615977,0.3892742680287551,0.9412605398905227,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,semantic_domain,environment,material,cross,14,0.08334225403168641,0.0704226222928744,0.118751738456347,0.1924462408725163,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,semantic_domain,material,material,within,91,0.2733526756728894,0.19829604737615977,0.3892742680287551,0.9412605398905227,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,causal_role,base_material_condition,exposure_context,cross,14,0.08334225403168641,0.0704226222928744,0.118751738456347,0.1924462408725163,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,causal_role,base_material_condition,base_material_condition,within,91,0.2733526756728894,0.19829604737615977,0.3892742680287551,0.9412605398905227,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,statistical_family,composition_component,concentration_like,cross,11,0.09200148358828755,0.09743839566257025,0.15493344854412255,0.1924462408725163,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,statistical_family,concentration_like,positive_continuous_numeric,cross,3,0.05159174565748223,0.03080152714634056,0.0729759589716673,0.11515039079699403,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,statistical_family,composition_component,composition_component,within,55,0.26729662249166486,0.1921749038659089,0.3572033254889385,0.9412605398905227,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,statistical_family,composition_component,positive_continuous_numeric,cross,33,0.29464172625213847,0.24727849810691166,0.4647570548931863,0.6540786810759275,92.0
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,statistical_family,positive_continuous_numeric,positive_continuous_numeric,within,3,0.15020076095693213,0.16833997677921694,0.17300769877766414,0.17767542077611137,92.0
steel_mortar_corrosion,01_Carbonation,current_group,material,material,within,15,0.2906902208049142,0.24601366742596809,0.40473484130226434,0.8516364282179819,180.0
steel_mortar_corrosion,01_Carbonation,current_group,environment,material,cross,36,0.18118688906345085,0.15310496800167722,0.21709157251756842,0.8384872080088988,180.0
steel_mortar_corrosion,01_Carbonation,current_group,environment,environment,within,15,0.3047554309110333,0.14777575772583562,0.5254244240635954,0.9043320006453892,180.0
steel_mortar_corrosion,01_Carbonation,semantic_domain,material,material,within,15,0.2906902208049142,0.24601366742596809,0.40473484130226434,0.8516364282179819,180.0
steel_mortar_corrosion,01_Carbonation,semantic_domain,environment,material,cross,36,0.18118688906345085,0.15310496800167722,0.21709157251756842,0.8384872080088988,180.0
steel_mortar_corrosion,01_Carbonation,semantic_domain,environment,environment,within,15,0.3047554309110333,0.14777575772583562,0.5254244240635954,0.9043320006453892,180.0
steel_mortar_corrosion,01_Carbonation,causal_role,base_material_condition,base_material_condition,within,15,0.2906902208049142,0.24601366742596809,0.40473484130226434,0.8516364282179819,180.0
steel_mortar_corrosion,01_Carbonation,causal_role,base_material_condition,exposure_context,cross,36,0.18118688906345085,0.15310496800167722,0.21709157251756842,0.8384872080088988,180.0
steel_mortar_corrosion,01_Carbonation,causal_role,exposure_context,exposure_context,within,15,0.3047554309110333,0.14777575772583562,0.5254244240635954,0.9043320006453892,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,composition_component,composition_component,within,6,0.3087924338989019,0.24601366742596809,0.37436867137684304,0.6802813739314298,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,bounded_0_1,composition_component,cross,12,0.22210356707093692,0.11727875258678888,0.25634968893986054,0.8516364282179819,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,composition_component,electrochemical_or_rate_response,cross,4,0.05700565911762732,0.04412864984203588,0.05700565911762732,0.09563668694440164,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,composition_component,concentration_like,cross,4,0.20361703214635446,0.1916524524183253,0.229165386476206,0.26816313132653713,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,composition_component,pH_bounded,cross,4,0.4405194174212876,0.45095631038298645,0.6156967628418583,0.7971298569277682,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,composition_component,low_cardinality_numeric,cross,4,0.0,0.0,0.0,0.0,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,composition_component,positive_continuous_numeric,cross,4,0.11047119705336357,0.11619682026475858,0.167487342602709,0.17927216895086057,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,bounded_0_1,electrochemical_or_rate_response,cross,3,0.06639199129348267,0.0648284348452367,0.09563020329906305,0.1264319717528894,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,bounded_0_1,concentration_like,cross,3,0.19296648118642024,0.17503528980246816,0.20464778950635087,0.23426028921023356,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,bounded_0_1,pH_bounded,cross,3,0.534107283391799,0.4834566724751408,0.6609719402420198,0.8384872080088988,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,bounded_0_1,bounded_0_1,within,3,0.2870373647312552,0.2729586002896278,0.3326373051001775,0.3923160099107273,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,bounded_0_1,low_cardinality_numeric,cross,3,0.30144400021512974,0.0,0.4521660003226946,0.9043320006453892,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,bounded_0_1,positive_continuous_numeric,cross,3,0.4061175443399442,0.20705652854638942,0.5140230709386364,0.8209896133308834,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,concentration_like,electrochemical_or_rate_response,cross,1,0.6492915622539984,0.6492915622539984,0.6492915622539984,0.6492915622539984,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,electrochemical_or_rate_response,pH_bounded,cross,1,0.05859042593426582,0.05859042593426582,0.05859042593426582,0.05859042593426582,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,electrochemical_or_rate_response,low_cardinality_numeric,cross,1,0.0,0.0,0.0,0.0,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,electrochemical_or_rate_response,positive_continuous_numeric,cross,1,0.1055503761730402,0.1055503761730402,0.1055503761730402,0.1055503761730402,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,concentration_like,pH_bounded,cross,1,0.40155728587319234,0.40155728587319234,0.40155728587319234,0.40155728587319234,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,concentration_like,low_cardinality_numeric,cross,1,0.0,0.0,0.0,0.0,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,concentration_like,positive_continuous_numeric,cross,1,0.07351112047366444,0.07351112047366444,0.07351112047366444,0.07351112047366444,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,low_cardinality_numeric,pH_bounded,cross,1,0.0,0.0,0.0,0.0,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,pH_bounded,positive_continuous_numeric,cross,1,0.14777575772583562,0.14777575772583562,0.14777575772583562,0.14777575772583562,180.0
steel_mortar_corrosion,01_Carbonation,statistical_family,low_cardinality_numeric,positive_continuous_numeric,cross,1,0.8894916269161675,0.8894916269161675,0.8894916269161675,0.8894916269161675,180.0
steel_mortar_corrosion,02_Chloride,current_group,material,material,within,10,0.3187246957909482,0.3298244230415115,0.4896781250557891,0.6733493116231665,95.0
steel_mortar_corrosion,02_Chloride,current_group,environment,material,cross,30,0.1362972673982788,0.1083475779943415,0.23260299343654842,0.4965105570713674,95.0
steel_mortar_corrosion,02_Chloride,current_group,environment,environment,within,15,0.26897268162613225,0.1140016986051842,0.4571041842249095,0.8911605465229686,95.0
steel_mortar_corrosion,02_Chloride,semantic_domain,material,material,within,10,0.3187246957909482,0.3298244230415115,0.4896781250557891,0.6733493116231665,95.0
steel_mortar_corrosion,02_Chloride,semantic_domain,environment,material,cross,30,0.1362972673982788,0.1083475779943415,0.23260299343654842,0.4965105570713674,95.0
steel_mortar_corrosion,02_Chloride,semantic_domain,environment,environment,within,15,0.26897268162613225,0.1140016986051842,0.4571041842249095,0.8911605465229686,95.0
steel_mortar_corrosion,02_Chloride,causal_role,base_material_condition,base_material_condition,within,10,0.3187246957909482,0.3298244230415115,0.4896781250557891,0.6733493116231665,95.0
steel_mortar_corrosion,02_Chloride,causal_role,base_material_condition,exposure_context,cross,30,0.1362972673982788,0.1083475779943415,0.23260299343654842,0.4965105570713674,95.0
steel_mortar_corrosion,02_Chloride,causal_role,exposure_context,exposure_context,within,15,0.26897268162613225,0.1140016986051842,0.4571041842249095,0.8911605465229686,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,composition_component,composition_component,within,3,0.48655275045095736,0.45706706247338796,0.5652081870482772,0.6733493116231665,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,bounded_0_1,composition_component,cross,9,0.20036549020908032,0.1498973317418713,0.27327379143291464,0.5111405186474244,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,composition_component,electrochemical_or_rate_response,cross,3,0.11121557647013014,0.09187469883425955,0.12088601528806543,0.1498973317418713,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,composition_component,concentration_like,cross,3,0.11048220539743804,0.11827371127556859,0.15976505920096853,0.20125640712636847,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,composition_component,pH_bounded,cross,3,0.23281609613257886,0.24340550116270224,0.30001342184231106,0.3566213425219199,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,composition_component,low_cardinality_numeric,cross,3,0.002140624001328431,0.0017683600776214822,0.0023267559631819056,0.002885151848742329,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,composition_component,positive_continuous_numeric,cross,3,0.21780381041321126,0.277923205885452,0.31515152581849915,0.3523798457515463,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,bounded_0_1,electrochemical_or_rate_response,cross,3,0.06347050426283567,0.05077224840272637,0.0823869735039553,0.1140016986051842,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,bounded_0_1,concentration_like,cross,3,0.055932689444237196,0.027926276107503232,0.07537108409653799,0.12281589208557275,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,bounded_0_1,pH_bounded,cross,3,0.1679558976317566,0.1956070916328203,0.2314003421068517,0.2671935925808831,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,bounded_0_1,bounded_0_1,within,3,0.21484313195219237,0.12564573609388305,0.31309710767190296,0.5005484792499229,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,bounded_0_1,low_cardinality_numeric,cross,3,0.29733060091672553,0.0004934595529459914,0.4458270030379573,0.8911605465229686,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,bounded_0_1,positive_continuous_numeric,cross,3,0.4887093714442476,0.4965105570713674,0.6540548053494033,0.8115990536274391,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,concentration_like,electrochemical_or_rate_response,cross,1,0.684547846414685,0.684547846414685,0.684547846414685,0.684547846414685,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,electrochemical_or_rate_response,pH_bounded,cross,1,0.22966052203513404,0.22966052203513404,0.22966052203513404,0.22966052203513404,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,electrochemical_or_rate_response,low_cardinality_numeric,cross,1,0.0004934595529459914,0.0004934595529459914,0.0004934595529459914,0.0004934595529459914,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,electrochemical_or_rate_response,positive_continuous_numeric,cross,1,0.13598441823807234,0.13598441823807234,0.13598441823807234,0.13598441823807234,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,concentration_like,pH_bounded,cross,1,0.17744757087153545,0.17744757087153545,0.17744757087153545,0.17744757087153545,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,concentration_like,low_cardinality_numeric,cross,1,0.001013390022785795,0.001013390022785795,0.001013390022785795,0.001013390022785795,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,concentration_like,positive_continuous_numeric,cross,1,0.10493155913363192,0.10493155913363192,0.10493155913363192,0.10493155913363192,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,low_cardinality_numeric,pH_bounded,cross,1,0.004391356765405112,0.004391356765405112,0.004391356765405112,0.004391356765405112,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,pH_bounded,positive_continuous_numeric,cross,1,0.06407809324800377,0.06407809324800377,0.06407809324800377,0.06407809324800377,95.0
steel_mortar_corrosion,02_Chloride,statistical_family,low_cardinality_numeric,positive_continuous_numeric,cross,1,0.7571578005329905,0.7571578005329905,0.7571578005329905,0.7571578005329905,95.0
316l_pitting_passivity,Epit_Epass_descriptors,current_group,environment,history,cross,1,0.27823044354590337,0.27823044354590337,0.27823044354590337,0.27823044354590337,955.0
316l_pitting_passivity,Epit_Epass_descriptors,semantic_domain,environment,history,cross,1,0.27823044354590337,0.27823044354590337,0.27823044354590337,0.27823044354590337,955.0
316l_pitting_passivity,Epit_Epass_descriptors,causal_role,exposure_context,process_or_history_condition,cross,1,0.27823044354590337,0.27823044354590337,0.27823044354590337,0.27823044354590337,955.0
316l_pitting_passivity,Epit_Epass_descriptors,statistical_family,bounded_0_1,electrochemical_or_rate_response,cross,1,0.27823044354590337,0.27823044354590337,0.27823044354590337,0.27823044354590337,955.0
nace_nist_corr_data,CORR-DATA_Database,current_group,environment,material,cross,3,0.051926026627399424,0.0668292401114401,0.06834361421596018,0.06985798832048025,7185.0
nace_nist_corr_data,CORR-DATA_Database,current_group,history,material,cross,1,0.007093583848653498,0.007093583848653498,0.007093583848653498,0.007093583848653498,1498.0
nace_nist_corr_data,CORR-DATA_Database,current_group,environment,environment,within,3,0.43381299379605825,0.15406033407276562,0.5754948080381095,0.9969292820034532,7572.0
nace_nist_corr_data,CORR-DATA_Database,current_group,environment,history,cross,3,0.03764292306260492,0.01941636943647571,0.055206015998641236,0.09099566256080677,3104.0
nace_nist_corr_data,CORR-DATA_Database,semantic_domain,environment,material,cross,3,0.051926026627399424,0.0668292401114401,0.06834361421596018,0.06985798832048025,7185.0
nace_nist_corr_data,CORR-DATA_Database,semantic_domain,history,material,cross,1,0.007093583848653498,0.007093583848653498,0.007093583848653498,0.007093583848653498,1498.0
nace_nist_corr_data,CORR-DATA_Database,semantic_domain,environment,environment,within,3,0.43381299379605825,0.15406033407276562,0.5754948080381095,0.9969292820034532,7572.0
nace_nist_corr_data,CORR-DATA_Database,semantic_domain,environment,history,cross,3,0.03764292306260492,0.01941636943647571,0.055206015998641236,0.09099566256080677,3104.0
nace_nist_corr_data,CORR-DATA_Database,causal_role,base_material_condition,exposure_context,cross,3,0.051926026627399424,0.0668292401114401,0.06834361421596018,0.06985798832048025,7185.0
nace_nist_corr_data,CORR-DATA_Database,causal_role,base_material_condition,process_or_history_condition,cross,1,0.007093583848653498,0.007093583848653498,0.007093583848653498,0.007093583848653498,1498.0
nace_nist_corr_data,CORR-DATA_Database,causal_role,exposure_context,exposure_context,within,3,0.43381299379605825,0.15406033407276562,0.5754948080381095,0.9969292820034532,7572.0
nace_nist_corr_data,CORR-DATA_Database,causal_role,exposure_context,process_or_history_condition,cross,3,0.03764292306260492,0.01941636943647571,0.055206015998641236,0.09099566256080677,3104.0
nace_nist_corr_data,CORR-DATA_Database,statistical_family,high_cardinality_categorical,high_cardinality_categorical,within,6,0.24286951021172884,0.1101536768162181,0.1531575918825632,0.9969292820034532,7264.5
nace_nist_corr_data,CORR-DATA_Database,statistical_family,high_cardinality_categorical,mostly_missing,cross,4,0.030005588259117068,0.013254976642564604,0.03731119271755848,0.09099566256080677,2965.0
mooring_steel_seawater,OCP_R4_S31_Omax,current_group,environment,history,cross,1,0.009865539185222552,0.009865539185222552,0.009865539185222552,0.009865539185222552,62.0
mooring_steel_seawater,OCP_R4_S31_Omax,semantic_domain,environment,history,cross,1,0.009865539185222552,0.009865539185222552,0.009865539185222552,0.009865539185222552,62.0
mooring_steel_seawater,OCP_R4_S31_Omax,causal_role,exposure_context,process_or_history_condition,cross,1,0.009865539185222552,0.009865539185222552,0.009865539185222552,0.009865539185222552,62.0
mooring_steel_seawater,OCP_R4_S31_Omax,statistical_family,temperature_like,time_or_rate_condition,cross,1,0.009865539185222552,0.009865539185222552,0.009865539185222552,0.009865539185222552,62.0
datacor_aluminum_inhibitors,DataCor_long_efficiency,current_group,environment,intervention,cross,14,0.0,0.0,0.0,0.0,408.0
datacor_aluminum_inhibitors,DataCor_long_efficiency,current_group,intervention,intervention,within,91,0.3122761089112654,0.21762731251846368,0.4648927530182427,0.9721764355002059,408.0
datacor_aluminum_inhibitors,DataCor_long_efficiency,semantic_domain,environment,molecular_descriptor,cross,14,0.0,0.0,0.0,0.0,408.0
datacor_aluminum_inhibitors,DataCor_long_efficiency,semantic_domain,molecular_descriptor,molecular_descriptor,within,91,0.3122761089112654,0.21762731251846368,0.4648927530182427,0.9721764355002059,408.0
datacor_aluminum_inhibitors,DataCor_long_efficiency,causal_role,exposure_context,intervention_agent_descriptor,cross,14,0.0,0.0,0.0,0.0,408.0
datacor_aluminum_inhibitors,DataCor_long_efficiency,causal_role,intervention_agent_descriptor,intervention_agent_descriptor,within,91,0.3122761089112654,0.21762731251846368,0.4648927530182427,0.9721764355002059,408.0
datacor_aluminum_inhibitors,DataCor_long_efficiency,statistical_family,dense_molecular_descriptor,pH_bounded,cross,14,0.0,0.0,0.0,0.0,408.0
datacor_aluminum_inhibitors,DataCor_long_efficiency,statistical_family,dense_molecular_descriptor,dense_molecular_descriptor,within,91,0.3122761089112654,0.21762731251846368,0.4648927530182427,0.9721764355002059,408.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,current_group,environment,history,cross,3,0.2922281794570183,0.3119460269232347,0.3615878604795183,0.4112296940358019,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,current_group,history,intervention,cross,144,0.11650311988597502,0.09105843519328237,0.16727548432803385,0.4251099361191807,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,current_group,environment,environment,within,3,0.35991805238152214,0.22219507602379293,0.45181868221535426,0.6814422884069156,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,current_group,environment,intervention,cross,432,0.1673873672860691,0.1452144948833617,0.23925877452616215,0.4599243678471191,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,current_group,intervention,intervention,within,10296,0.24132346936216661,0.17010203107844496,0.3442380721276375,1.0,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,environment,history,cross,3,0.2922281794570183,0.3119460269232347,0.3615878604795183,0.4112296940358019,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,history,intervention,cross,2,0.1710107366958893,0.1710107366958893,0.19727470826974058,0.2235386798435919,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,history,molecular_descriptor,cross,142,0.11573540697315933,0.0900482175522884,0.1661952509430614,0.4251099361191807,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,environment,environment,within,3,0.35991805238152214,0.22219507602379293,0.45181868221535426,0.6814422884069156,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,environment,intervention,cross,6,0.12149001775647575,0.13241140485039615,0.16001804376496243,0.2017662992487622,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,environment,molecular_descriptor,cross,426,0.16803380882873942,0.14639593714731225,0.24012689109966318,0.4599243678471191,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,intervention,intervention,within,1,0.01838063572016435,0.01838063572016435,0.01838063572016435,0.01838063572016435,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,intervention,molecular_descriptor,cross,284,0.12088053737251483,0.0883524451461063,0.17089414692207952,0.43488176046708965,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,semantic_domain,molecular_descriptor,molecular_descriptor,within,10011,0.24476255991442944,0.17405314934727223,0.3488376176279484,1.0,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,exposure_context,process_or_history_condition,cross,3,0.2922281794570183,0.3119460269232347,0.3615878604795183,0.4112296940358019,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,direct_intervention_control,process_or_history_condition,cross,2,0.1710107366958893,0.1710107366958893,0.19727470826974058,0.2235386798435919,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,intervention_agent_descriptor,process_or_history_condition,cross,142,0.11573540697315933,0.0900482175522884,0.1661952509430614,0.4251099361191807,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,exposure_context,exposure_context,within,3,0.35991805238152214,0.22219507602379293,0.45181868221535426,0.6814422884069156,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,direct_intervention_control,exposure_context,cross,6,0.12149001775647575,0.13241140485039615,0.16001804376496243,0.2017662992487622,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,exposure_context,intervention_agent_descriptor,cross,426,0.16803380882873942,0.14639593714731225,0.24012689109966318,0.4599243678471191,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,direct_intervention_control,direct_intervention_control,within,1,0.01838063572016435,0.01838063572016435,0.01838063572016435,0.01838063572016435,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,direct_intervention_control,intervention_agent_descriptor,cross,284,0.12088053737251483,0.0883524451461063,0.17089414692207952,0.43488176046708965,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,causal_role,intervention_agent_descriptor,intervention_agent_descriptor,within,10011,0.24476255991442944,0.17405314934727223,0.3488376176279484,1.0,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,temperature_like,time_or_rate_condition,cross,1,0.15350881741201833,0.15350881741201833,0.15350881741201833,0.15350881741201833,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,signed_continuous_numeric,time_or_rate_condition,cross,1,0.3119460269232347,0.3119460269232347,0.3119460269232347,0.3119460269232347,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,concentration_like,time_or_rate_condition,cross,2,0.3173841869396969,0.3173841869396969,0.3643069404877494,0.4112296940358019,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,bounded_0_1,time_or_rate_condition,cross,1,0.11848279354818665,0.11848279354818665,0.11848279354818665,0.11848279354818665,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,dense_molecular_descriptor,time_or_rate_condition,cross,142,0.11573540697315933,0.0900482175522884,0.1661952509430614,0.4251099361191807,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,signed_continuous_numeric,temperature_like,cross,1,0.17611679271385786,0.17611679271385786,0.17611679271385786,0.17611679271385786,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,concentration_like,temperature_like,cross,2,0.18220942195529932,0.18220942195529932,0.2022022489895461,0.22219507602379293,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,bounded_0_1,temperature_like,cross,1,0.03735912601272357,0.03735912601272357,0.03735912601272357,0.03735912601272357,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,dense_molecular_descriptor,temperature_like,cross,142,0.20140171133805918,0.181754008477658,0.3293703414251006,0.4381048644479624,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,concentration_like,signed_continuous_numeric,cross,2,0.42369587873229847,0.42369587873229847,0.552569083569607,0.6814422884069156,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,bounded_0_1,signed_continuous_numeric,cross,1,0.2017662992487622,0.2017662992487622,0.2017662992487622,0.2017662992487622,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,dense_molecular_descriptor,signed_continuous_numeric,cross,142,0.1509865349188058,0.11894918759141365,0.22952008170754096,0.4599243678471191,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,concentration_like,concentration_like,within,1,0.05904240251889507,0.05904240251889507,0.05904240251889507,0.05904240251889507,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,bounded_0_1,concentration_like,cross,2,0.07048983876707549,0.07048983876707549,0.09654444029053104,0.1225990418139866,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,concentration_like,dense_molecular_descriptor,cross,284,0.16010363437399733,0.1465044649696039,0.22891872796216461,0.43488176046708965,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,bounded_0_1,dense_molecular_descriptor,cross,142,0.0732669862263883,0.06104673015023474,0.10152153667302952,0.30594879291677657,2011.0
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,statistical_family,dense_molecular_descriptor,dense_molecular_descriptor,within,10011,0.24476255991442944,0.17405314934727223,0.3488376176279484,1.0,2011.0
mg_az91_inhibitors,Features,current_group,intervention,intervention,within,380628,0.2595516362170552,0.21082566706111383,0.375325087159659,1.0,68.0
mg_az91_inhibitors,Features,semantic_domain,molecular_descriptor,molecular_descriptor,within,380628,0.2595516362170552,0.21082566706111383,0.375325087159659,1.0,68.0
mg_az91_inhibitors,Features,causal_role,intervention_agent_descriptor,intervention_agent_descriptor,within,380628,0.2595516362170552,0.21082566706111383,0.375325087159659,1.0,68.0
mg_az91_inhibitors,Features,statistical_family,dense_molecular_descriptor,dense_molecular_descriptor,within,378885,0.2589829483464343,0.2103124508098917,0.37449385355708575,1.0,68.0
mg_az91_inhibitors,Features,statistical_family,composition_component,dense_molecular_descriptor,cross,1742,0.3828203135218599,0.33385199686970635,0.5599866562098654,1.0,68.0
mg_az91_inhibitors,Features,statistical_family,composition_component,composition_component,within,1,0.9928196314332093,0.9928196314332093,0.9928196314332093,0.9928196314332093,68.0
mg_ze41_inhibitors,ze41_mol_desc_db_red,current_group,intervention,intervention,within,793170,0.26066044691102735,0.2139141938467085,0.377189429738654,1.0,60.0
mg_ze41_inhibitors,ze41_mol_desc_db_red,semantic_domain,molecular_descriptor,molecular_descriptor,within,793170,0.26066044691102735,0.2139141938467085,0.377189429738654,1.0,60.0
mg_ze41_inhibitors,ze41_mol_desc_db_red,causal_role,intervention_agent_descriptor,intervention_agent_descriptor,within,793170,0.26066044691102735,0.2139141938467085,0.377189429738654,1.0,60.0
mg_ze41_inhibitors,ze41_mol_desc_db_red,statistical_family,dense_molecular_descriptor,dense_molecular_descriptor,within,793170,0.26066044691102735,0.2139141938467085,0.377189429738654,1.0,60.0
ni_crevice_repassivation,Research_data_Saenzetal_table1,current_group,environment,material,cross,5,0.15922417907905712,0.02846933197107675,0.3438338367726137,0.3950110241030739,466.0
ni_crevice_repassivation,Research_data_Saenzetal_table1,current_group,electrochem,material,cross,1,0.1467615140607834,0.1467615140607834,0.1467615140607834,0.1467615140607834,466.0
ni_crevice_repassivation,Research_data_Saenzetal_table1,current_group,environment,environment,within,10,0.20094290135283965,0.1478982467522,0.3400200701015837,0.47047243444566106,613.0
ni_crevice_repassivation,Research_data_Saenzetal_table1,current_group,electrochem,environment,cross,5,0.0901994495152358,0.03851060639572286,0.11281505829336433,0.2561396250835453,613.0
